#================================================================#
# SMARTS2 -- Algorithms and performance assessment               #
#================================================================#
#
# APPENDIX: Extraterrestrial spectrum and absorption coefficients
#           at their reference temperature
#
# λ      E0nλ       Awλ        Aoλ      Anλ  
811    1.1030   1.59E-03   5.01E-03    0.000
812    1.1010   3.76E-03   5.21E-03    0.000
813    1.1100   6.09E-03   5.40E-03    0.000
814    1.1200   1.88E-02   5.56E-03    0.000
815    1.1050   2.07E-02   5.68E-03    0.000
816    1.0900   3.63E-02   5.73E-03    0.000
817    1.0880   3.71E-02   5.71E-03    0.000
818    1.0860   3.91E-02   5.61E-03    0.000
819    1.0820   2.01E-02   5.45E-03    0.000
820    1.0790   2.52E-02   5.23E-03    0.000
821    1.0710   3.12E-03   4.94E-03    0.000
822    1.0630   6.34E-03   4.61E-03    0.000
823    1.0720   9.27E-02   4.28E-03    0.000
824    1.0820   1.17E-02   3.95E-03    0.000
825    1.0800   5.09E-03   3.65E-03    0.000
826    1.0780   1.15E-02   3.37E-03    0.000
827    1.0740   4.50E-03   3.10E-03    0.000
828    1.0700   2.80E-02   2.88E-03    0.000
829    1.0565   1.22E-02   2.69E-03    0.000
830    1.0430   1.06E-02   2.53E-03    0.000
831    1.0500   9.80E-03   2.38E-03    0.000
832    1.0570   1.46E-02   2.28E-03    0.000
833    1.0475   3.37E-03   2.19E-03    0.000
834    1.0380   6.28E-03   2.11E-03    0.000
835    1.0335   1.07E-03   2.07E-03    0.000
836    1.0290   3.58E-03   2.04E-03    0.000
837    1.0385   1.02E-03   2.02E-03    0.000
838    1.0480   1.51E-03   2.00E-03    0.000
839    1.0375   7.70E-04   2.00E-03    0.000
840    1.0270   5.08E-04   2.01E-03    0.000
841    1.0285   8.81E-04   2.03E-03    0.000
842    1.030    4.69E-04   2.07E-03    0.000
843    1.015    1.44E-04   2.12E-03    0.000
844    1.000    3.37E-04   2.19E-03    0.000
845    1.005    9.55E-05   2.29E-03    0.000
846    1.010    6.46E-05   2.42E-03    0.000
847    1.011    8.30E-06   2.57E-03    0.000
848    1.012    8.08E-05   2.75E-03    0.000
849    0.994    8.10E-05   2.97E-03    0.000
850    0.976    7.72E-05   3.22E-03    0.000
851    0.971    1.52E-04   3.46E-03    0.000
852    0.966    1.57E-04   3.67E-03    0.000
853    0.921    3.11E-05   3.79E-03    0.000
854    0.876    1.13E-04   3.80E-03    0.000
855    0.912    1.81E-05   3.73E-03    0.000
856    0.948    4.66E-05   3.62E-03    0.000
857    0.971    1.20E-05   3.49E-03    0.000
858    0.994    1.75E-05   3.34E-03    0.000
859    0.981    7.29E-06   3.16E-03    0.000
860    0.968    1.55E-07   2.93E-03    0.000
861    0.9765   2.21E-06   2.69E-03    0.000
862    0.985    3.54E-08   2.47E-03    0.000
863    0.953    2.18E-07   2.27E-03    0.000
864    0.921    3.49E-07   2.08E-03    0.000
865    0.904    3.50E-08   1.89E-03    0.000
866    0.887    3.49E-08   1.73E-03    0.000
867    0.9245   3.47E-08   1.60E-03    0.000
868    0.962    8.37E-08   1.49E-03    0.000
869    0.961    3.45E-08   1.40E-03    0.000
870    0.96     3.43E-08   1.33E-03    0.000
871    0.9565   2.21E-07   1.27E-03    0.000
872    0.953    5.61E-08   1.20E-03    0.000
873    0.9545   5.59E-08   1.14E-03    0.000
874    0.956    5.57E-08   1.10E-03    0.000
875    0.957    4.70E-07   1.07E-03    0.000
876    0.958    1.60E-06   1.05E-03    0.000
877    0.946    4.51E-07   1.04E-03    0.000
878    0.934    4.79E-06   1.03E-03    0.000
879    0.9345   3.64E-06   1.04E-03    0.000
880    0.935    2.74E-06   1.06E-03    0.000
881    0.929    2.03E-05   1.07E-03    0.000
882    0.923    3.38E-05   1.10E-03    0.000
883    0.93     1.33E-05   1.14E-03    0.000
884    0.937    2.18E-05   1.18E-03    0.000
885    0.9295   1.52E-05   1.23E-03    0.000
886    0.922    1.76E-04   1.28E-03    0.000
887    0.923    5.11E-05   1.31E-03    0.000
888    0.924    1.86E-04   1.34E-03    0.000
889    0.922    1.14E-05   1.35E-03    0.000
890    0.92     2.02E-04   1.35E-03    0.000
891    0.9155   8.93E-05   1.34E-03    0.000
892    0.911    4.38E-04   1.34E-03    0.000
893    0.9125   1.48E-03   1.37E-03    0.000
894    0.914    3.37E-03   1.43E-03    0.000
895    0.9165   8.76E-03   1.50E-03    0.000
896    0.919    2.06E-02   1.58E-03    0.000
897    0.9065   4.68E-02   1.64E-03    0.000
898    0.894    3.58E-02   1.66E-03    0.000
899    0.8915   1.07E-01   1.65E-03    0.000
900    0.889    3.29E-02   1.60E-03    0.000
901    0.89     6.65E-02   1.53E-03    0.000
902    0.891    4.97E-02   1.45E-03    0.000
903    0.886    4.38E-02   1.36E-03    0.000
904    0.881    7.32E-03   1.28E-03    0.000
905    0.881    8.47E-03   1.18E-03    0.000
906    0.881    1.32E-02   1.08E-03    0.000
907    0.8675   6.50E-02   9.87E-04    0.000
908    0.854    5.03E-02   9.18E-04    0.000
909    0.8595   2.93E-02   8.51E-04    0.000
910    0.865    5.23E-02   7.85E-04    0.000
911    0.869    4.08E-02   7.22E-04    0.000
912    0.873    3.60E-02   6.69E-04    0.000
913    0.869    5.61E-02   6.25E-04    0.000
914    0.865    6.49E-02   5.77E-04    0.000
915    0.8625   3.59E-02   5.42E-04    0.000
916    0.86     9.20E-02   5.22E-04    0.000
917    0.8605   2.14E-02   5.01E-04    0.000
918    0.861    6.60E-02   4.82E-04    0.000
919    0.848    2.06E-02   4.67E-04    0.000
920    0.835    1.51E-02   4.53E-04    0.000
921    0.8315   7.47E-03   4.46E-04    0.000
922    0.828    1.98E-02   4.43E-04    0.000
923    0.831    8.24E-03   4.39E-04    0.000
924    0.834    1.86E-02   4.37E-04    0.000
925    0.8365   2.19E-02   4.40E-04    0.000
926    0.839    1.78E-02   4.42E-04    0.000
927    0.842    9.63E-03   4.41E-04    0.000
928    0.845    6.34E-02   4.38E-04    0.000
929    0.8425   8.74E-02   4.41E-04    0.000
930    0.84     1.91E-01   4.43E-04    0.000
931    0.844    2.44E-01   4.48E-04    0.000
932    0.848    5.04E-01   4.46E-04    0.000
933    0.8415   6.11E-01   4.37E-04    0.000
934    0.835    1.21E+00   4.40E-04    0.000
935    0.8275   7.26E-01   4.59E-04    0.000
936    0.82     1.16E+00   4.93E-04    0.000
937    0.824    1.00E+00   5.45E-04    0.000
938    0.828    8.21E-01   6.15E-04    0.000
939    0.8245   2.70E-01   6.91E-04    0.000
940    0.821    1.67E-01   7.80E-04    0.000
941    0.8135   2.59E-01   8.79E-04    0.000
942    0.806    2.15E-01   9.73E-04    0.000
943    0.814    5.55E-01   1.05E-03    0.000
944    0.822    6.33E-01   1.09E-03    0.000
945    0.8195   2.78E-01   1.08E-03    0.000
946    0.817    8.44E-01   1.03E-03    0.000
947    0.809    3.00E-01   9.39E-04    0.000
948    0.801    4.73E-01   8.41E-04    0.000
949    0.802    1.48E-01   7.38E-04    0.000
950    0.803    9.85E-01   6.53E-04    0.000
951    0.7995   1.52E-01   5.76E-04    0.000
952    0.796    5.06E-01   5.20E-04    0.000
953    0.7905   2.95E-01   4.54E-04    0.000
954    0.785    1.97E-01   4.11E-04    0.000
955    0.792    3.16E-01   4.04E-04    0.000
956    0.799    2.83E-01   3.86E-04    0.000
957    0.7975   4.03E-01   3.67E-04    0.000
958    0.796    1.52E-01   3.42E-04    0.000
959    0.794    2.59E-01   3.12E-04    0.000
960    0.792    1.75E-01   2.86E-04    0.000
961    0.7915   1.32E-01   2.66E-04    0.000
962    0.791    1.37E-01   2.51E-04    0.000
963    0.7895   9.46E-02   2.39E-04    0.000
964    0.788    1.34E-01   2.31E-04    0.000
965    0.784    9.60E-02   2.23E-04    0.000
966    0.78     7.35E-02   2.12E-04    0.000
967    0.789    8.71E-02   1.92E-04    0.000
968    0.798    1.65E-02   1.75E-04    0.000
969    0.7905   1.20E-02   1.63E-04    0.000
970    0.783    2.27E-02   1.47E-04    0.000
971    0.783    7.08E-03   1.35E-04    0.000
972    0.783    1.32E-02   1.25E-04    0.000
973    0.775    2.77E-02   1.17E-04    0.000
974    0.767    4.03E-02   1.13E-04    0.000
975    0.775    4.12E-02   1.08E-04    0.000
976    0.783    4.57E-02   1.06E-04    0.000
977    0.782    1.79E-02   1.03E-04    0.000
978    0.781    2.61E-02   1.02E-04    0.000
979    0.7765   1.68E-02   1.00E-04    0.000
980    0.772    2.81E-02   9.96E-05    0.000
981    0.773    4.36E-03   1.03E-04    0.000
982    0.774    7.40E-03   1.09E-04    0.000
983    0.775    1.11E-02   1.18E-04    0.000
984    0.776    1.95E-03   1.35E-04    0.000
985    0.767    6.71E-03   1.60E-04    0.000
986    0.758    5.00E-04   1.94E-04    0.000
987    0.7625   1.18E-03   2.35E-04    0.000
988    0.767    8.84E-04   2.81E-04    0.000
989    0.765    9.85E-05   3.39E-04    0.000
990    0.763    9.78E-04   4.98E-04    0.000
991    0.7585   1.42E-04   7.88E-04    0.000
992    0.754    8.64E-05   7.35E-04    0.000
993    0.755    5.26E-04   5.99E-04    0.000
994    0.756    4.45E-05   5.89E-04    0.000
995    0.7495   1.49E-05   5.58E-04    0.000
996    0.743    5.82E-05   4.59E-04    0.000
997    0.743    3.32E-05   3.67E-04    0.000
998    0.743    4.32E-05   3.06E-04    0.000
999    0.742    3.95E-05   2.53E-04    0.000
1000   0.741    1.23E-04   2.06E-04    0.000 
1001   0.7378   2.53E-05   1.93E-04    0.000 
1002   0.7346   6.45E-04   1.63E-04    0.000 
1003   0.7314   4.00E-05   1.49E-04    0.000 
1004   0.7282   1.48E-04   1.38E-04    0.000 
1005   0.725    1.25E-05   1.14E-04    0.000 
1006   0.7246   7.62E-05   1.17E-04    0.000 
1007   0.7242   3.55E-05   1.01E-04    0.000 
1008   0.7238   1.08E-04   9.07E-05    0.000 
1009   0.7234   2.16E-04   9.21E-05    0.000 
1010   0.723    3.04E-04   8.02E-05    0.000 
1011   0.7228   2.73E-05   7.31E-05    0.000 
1012   0.7226   9.85E-05   7.41E-05    0.000 
1013   0.7224   1.51E-05   6.86E-05    0.000 
1014   0.7222   1.41E-05   6.30E-05    0.000
1015   0.722    2.24E-05   6.02E-05    0.000
1016   0.7208   2.59E-05   6.02E-05    0.000
1017   0.7196   3.23E-05   5.59E-05    0.000
1018   0.7184   7.50E-06   5.16E-05    0.000
1019   0.7172   1.38E-04   5.09E-05    0.000
1020   0.716    1.79E-05   4.91E-05    0.000
1021   0.7178   4.90E-06   4.42E-05    0.000
1022   0.7196   3.21E-05   4.07E-05    0.000
1023   0.7214   4.19E-05   3.92E-05    0.000
1024   0.7232   2.29E-04   3.88E-05    0.000
1025   0.725    7.42E-06   3.71E-05    0.000
1026   0.72     2.21E-05   3.59E-05    0.000
1027   0.715    2.09E-05   3.61E-05    0.000
1028   0.71     2.43E-05   3.77E-05    0.000
1029   0.705    2.92E-05   3.78E-05    0.000
1030   0.7      2.34E-06   3.81E-05    0.000
1031   0.699    9.56E-06   3.81E-05    0.000
1032   0.698    1.93E-06   3.89E-05    0.000
1033   0.697    2.33E-06   4.01E-05    0.000
1034   0.696    6.74E-07   4.23E-05    0.000
1035   0.695    1.31E-07   4.52E-05    0.000
1036   0.6918   1.56E-06   4.75E-05    0.000
1037   0.6886   1.31E-07   5.05E-05    0.000
1038   0.6854   1.30E-07   5.25E-05    0.000
1039   0.6822   4.49E-07   5.59E-05    0.000
1040   0.679    1.30E-07   6.13E-05    0.000
1041   0.6804   4.47E-07   6.73E-05    0.000
1042   0.6818   1.29E-07   7.39E-05    0.000
1043   0.6832   1.29E-07   8.39E-05    0.000
1044   0.6846   1.29E-07   1.02E-04    0.000
1045   0.686    1.29E-07   1.44E-04    0.000
1046   0.6824   1.28E-07   1.88E-04    0.000
1047   0.6788   1.28E-07   1.56E-04    0.000
1048   0.6752   1.28E-07   1.38E-04    0.000
1049   0.6716   1.28E-07   1.39E-04    0.000
1050   0.668    1.27E-07   1.34E-04    0.000
1051   0.6662   1.27E-07   1.18E-04    0.000
1052   0.6644   1.27E-07   9.58E-05    0.000
1053   0.6626   1.27E-07   8.42E-05    0.000
1054   0.6608   1.26E-07   7.32E-05    0.000
1055   0.659    4.36E-07   7.02E-05    0.000
1056   0.6572   6.50E-07   6.07E-05    0.000
1057   0.6554   4.35E-07   6.06E-05    0.000
1058   0.6536   4.34E-07   5.33E-05    0.000
1059   0.6518   1.18E-06   5.13E-05    0.000
1060   0.65     4.33E-07   4.98E-05    0.000
1061   0.6496   8.94E-07   4.63E-05    0.000
1062   0.6492   5.18E-06   4.90E-05    0.000
1063   0.6488   7.04E-06   5.03E-05    0.000
1064   0.6484   2.57E-07   5.33E-05    0.000
1065   0.648    2.67E-05   6.20E-05    0.000
1066   0.6464   1.49E-06   6.05E-05    0.000
1067   0.6448   1.15E-05   5.16E-05    0.000
1068   0.6432   3.16E-05   4.83E-05    0.000
1069   0.6416   5.68E-05   4.96E-05    0.000
1070   0.64     1.89E-04   4.54E-05    0.000
1071   0.6382   1.31E-05   3.85E-05    0.000
1072   0.6364   1.78E-04   3.38E-05    0.000
1073   0.6346   1.40E-04   3.00E-05    0.000
1074   0.6328   8.31E-06   2.86E-05    0.000
1075   0.631    1.08E-03   2.85E-05    0.000
1076   0.629    6.50E-05   2.57E-05    0.000
1077   0.627    5.63E-04   2.61E-05    0.000
1078   0.625    8.58E-04   2.34E-05    0.000
1079   0.623    3.52E-05   2.28E-05    0.000
1080   0.621    1.59E-03   2.05E-05    0.000
1081   0.6196   1.41E-03   1.85E-05    0.000
1082   0.6182   4.49E-04   1.86E-05    0.000
1083   0.6168   1.82E-04   1.89E-05    0.000
1084   0.6154   2.05E-03   1.89E-05    0.000
1085   0.614    8.82E-04   1.87E-05    0.000
1086   0.6136   6.46E-03   2.10E-05    0.000
1087   0.6132   1.59E-03   2.00E-05    0.000
1088   0.6128   5.91E-04   1.94E-05    0.000
1089   0.6124   2.19E-03   1.72E-05    0.000
1090   0.612    4.00E-03   1.28E-05    0.000
1091   0.6094   1.06E-03   1.01E-05    0.000
1092   0.6068   9.01E-04   0.00E+00    0.000
1093   0.6042   1.06E-02   0.00E+00    0.000
1094   0.6016   1.61E-03   0.00E+00    0.000
1095   0.599    7.02E-03   0.00E+00    0.000
1096   0.6008   1.25E-02   0.00E+00    0.000
1097   0.6026   6.31E-04   0.00E+00    0.000
1098   0.6044   1.20E-02   0.00E+00    0.000
1099   0.6062   1.01E-02   0.00E+00    0.000
1100   0.608    2.23E-02   0.00E+00    0.000
1101   0.6066   1.74E-02   0.00E+00    0.000
1102   0.6052   2.32E-02   0.00E+00    0.000
1103   0.6038   2.65E-02   0.00E+00    0.000
1104   0.6024   2.48E-02   0.00E+00    0.000
1105   0.601    1.62E-02   0.00E+00    0.000
1106   0.6012   6.10E-02   0.00E+00    0.000
1107   0.6014   1.90E-02   0.00E+00    0.000
1108   0.6016   5.22E-02   0.00E+00    0.000
1109   0.6018   5.34E-02   0.00E+00    0.000
1110   0.602    2.07E-02   0.00E+00    0.000
1111   0.5992   1.55E-01   0.00E+00    0.000
1112   0.5964   5.91E-02   0.00E+00    0.000
1113   0.5936   2.55E-01   0.00E+00    0.000
1114   0.5908   1.96E-01   0.00E+00    0.000
1115   0.588    3.85E-01   0.00E+00    0.000
1116   0.586    4.64E-01   0.00E+00    0.000
1117   0.584    1.45E+00   0.00E+00    0.000
1118   0.582    5.11E-01   0.00E+00    0.000
1119   0.58     1.06E+00   0.00E+00    0.000
1120   0.578    7.94E-01   0.00E+00    0.000
1121   0.576    7.03E-01   0.00E+00    0.000
1122   0.574    1.70E+00   0.00E+00    0.000
1123   0.572    1.30E+00   0.00E+00    0.000
1124   0.57     1.47E+00   0.00E+00    0.000
1125   0.568    9.31E-01   0.00E+00    0.000
1126   0.5674   2.25E+00   0.00E+00    0.000
1127   0.5668   7.11E-01   0.00E+00    0.000
1128   0.5662   1.30E+00   0.00E+00    0.000
1129   0.5656   1.23E+00   0.00E+00    0.000
1130   0.565    1.64E+00   0.00E+00    0.000
1131   0.5644   1.66E-01   0.00E+00    0.000
1132   0.5638   3.15E-01   0.00E+00    0.000
1133   0.5632   8.06E-01   0.00E+00    0.000
1134   0.5626   2.93E+00   0.00E+00    0.000
1135   0.562    5.83E+00   0.00E+00    0.000
1136   0.5608   1.03E+00   0.00E+00    0.000
1137   0.5596   1.71E-01   0.00E+00    0.000
1138   0.5584   4.05E-01   0.00E+00    0.000
1139   0.5572   2.13E-01   0.00E+00    0.000
1140   0.556    2.64E-01   0.00E+00    0.000
1141   0.5556   5.22E-01   0.00E+00    0.000
1142   0.5552   4.18E-01   0.00E+00    0.000
1143   0.5548   1.26E-01   0.00E+00    0.000
1144   0.5544   1.23E+00   0.00E+00    0.000
1145   0.554    7.73E-01   0.00E+00    0.000
1146   0.5518   7.76E-01   0.00E+00    0.000
1147   0.5496   2.03E+00   0.00E+00    0.000
1148   0.5474   2.31E-01   0.00E+00    0.000
1149   0.5452   4.60E-01   0.00E+00    0.000
1150   0.543    9.44E-01   0.00E+00    0.000
1151   0.5448   4.45E-01   0.00E+00    0.000
1152   0.5466   3.55E-01   0.00E+00    0.000
1153   0.5484   4.19E-01   0.00E+00    0.000
1154   0.5502   6.20E-01   0.00E+00    0.000
1155   0.552    1.56E-01   0.00E+00    0.000
1156   0.5492   2.33E-01   0.00E+00    0.000
1157   0.5464   1.34E-01   0.00E+00    0.000
1158   0.5436   1.66E-01   0.00E+00    0.000
1159   0.5408   1.23E-01   0.00E+00    0.000
1160   0.538    1.64E-01   0.00E+00    0.000
1161   0.536    7.06E-02   0.00E+00    0.000
1162   0.534    7.16E-02   0.00E+00    0.000
1163   0.532    1.49E-02   0.00E+00    0.000
1164   0.53     3.53E-02   0.00E+00    0.000
1165   0.528    4.92E-02   0.00E+00    0.000
1166   0.5286   5.07E-02   0.00E+00    0.000
1167   0.5292   3.17E-02   0.00E+00    0.000
1168   0.5298   2.74E-02   0.00E+00    0.000
1169   0.5304   2.02E-02   0.00E+00    0.000
1170   0.531    1.15E-02   0.00E+00    0.000
1171   0.5294   1.51E-02   0.00E+00    0.000
1172   0.5278   1.38E-02   0.00E+00    0.000
1173   0.5262   1.13E-02   0.00E+00    0.000
1174   0.5246   8.15E-02   0.00E+00    0.000
1175   0.523    1.03E-02   0.00E+00    0.000
1176   0.5208   3.94E-03   0.00E+00    0.000
1177   0.5186   6.91E-03   0.00E+00    0.000
1178   0.5164   5.50E-02   0.00E+00    0.000
1179   0.5142   4.72E-03   0.00E+00    0.000
1180   0.512    1.46E-02   0.00E+00    0.000
1181   0.5114   9.63E-03   0.00E+00    0.000
1182   0.5108   1.08E-01   0.00E+00    0.000
1183   0.5102   7.12E-03   0.00E+00    0.000
1184   0.5096   2.13E-02   0.00E+00    0.000
1185   0.509    2.92E-02   0.00E+00    0.000
1186   0.5088   3.96E-03   0.00E+00    0.000
1187   0.5086   1.01E-02   0.00E+00    0.000
1188   0.5084   8.06E-02   0.00E+00    0.000
1189   0.5082   1.30E-02   0.00E+00    0.000
1190   0.508    4.82E-03   0.00E+00    0.000
1191   0.506    1.16E-02   0.00E+00    0.000
1192   0.504    4.16E-03   0.00E+00    0.000
1193   0.502    8.74E-03   0.00E+00    0.000
1194   0.5      4.97E-03   0.00E+00    0.000
1195   0.498    9.11E-03   0.00E+00    0.000
1196   0.4968   1.33E-02   0.00E+00    0.000
1197   0.4956   2.60E-03   0.00E+00    0.000
1198   0.4944   9.16E-03   0.00E+00    0.000
1199   0.4932   3.28E-02   0.00E+00    0.000
1200   0.492    7.12E-03   0.00E+00    0.000
1201   0.4914   1.22E-02   0.00E+00    0.000
1202   0.4908   1.28E-02   0.00E+00    0.000
1203   0.4902   7.47E-03   0.00E+00    0.000
1204   0.4896   3.78E-02   0.00E+00    0.000
1205   0.489    8.89E-03   0.00E+00    0.000
1206   0.488    1.09E-03   0.00E+00    0.000
1207   0.487    1.11E-02   0.00E+00    0.000
1208   0.486    7.38E-03   0.00E+00    0.000
1209   0.485    7.29E-03   0.00E+00    0.000
1210   0.484    4.18E-03   0.00E+00    0.000
1211   0.486    8.19E-03   0.00E+00    0.000
1212   0.488    1.19E-02   0.00E+00    0.000
1213   0.49     1.86E-03   0.00E+00    0.000
1214   0.492    8.35E-03   0.00E+00    0.000
1215   0.494    9.73E-03   0.00E+00    0.000
1216   0.4902   1.96E-03   0.00E+00    0.000
1217   0.4864   3.43E-03   0.00E+00    0.000
1218   0.4826   1.86E-03   0.00E+00    0.000
1219   0.4788   2.16E-03   0.00E+00    0.000
1220   0.475    2.41E-03   0.00E+00    0.000
1221   0.4748   1.75E-03   0.00E+00    0.000
1222   0.4746   2.56E-03   0.00E+00    0.000
1223   0.4744   2.57E-03   0.00E+00    0.000
1224   0.4742   2.89E-03   0.00E+00    0.000
1225   0.474    1.44E-03   0.00E+00    0.000
1226   0.4744   9.47E-04   0.00E+00    0.000
1227   0.4748   3.82E-03   0.00E+00    0.000
1228   0.4752   5.92E-04   0.00E+00    0.000
1229   0.4756   7.54E-04   0.00E+00    0.000
1230   0.476    1.28E-03   0.00E+00    0.000
1231   0.4744   1.20E-04   0.00E+00    0.000
1232   0.4728   1.48E-04   0.00E+00    0.000
1233   0.4712   1.83E-03   0.00E+00    0.000
1234   0.4696   1.39E-05   0.00E+00    0.000
1235   0.468    9.84E-05   0.00E+00    0.000
1236   0.4676   2.67E-05   0.00E+00    0.000
1237   0.4672   2.45E-04   0.00E+00    0.000
1238   0.4668   2.03E-05   0.00E+00    0.000
1239   0.4664   2.03E-05   0.00E+00    0.000
1240   0.466    4.91E-06   0.00E+00    0.000
1241   0.4634   1.09E-04   0.00E+00    0.000
1242   0.4608   7.21E-06   0.00E+00    0.000
1243   0.4582   3.01E-06   0.00E+00    0.000
1244   0.4556   2.02E-05   0.00E+00    0.000
1245   0.453    3.44E-06   0.00E+00    0.000
1246   0.4546   3.00E-06   0.00E+00    0.000
1247   0.4562   7.19E-06   0.00E+00    0.000
1248   0.4578   3.12E-05   0.00E+00    0.000
1249   0.4594   3.89E-06   0.00E+00    0.000
1250   0.461    5.42E-06   0.00E+00    0.000
1251   0.459    4.37E-06   0.00E+00    0.000
1252   0.457    9.14E-06   0.00E+00    0.000
1253   0.455    4.88E-06   0.00E+00    0.000
1254   0.453    3.87E-05   0.00E+00    0.000
1255   0.451    1.63E-05   0.00E+00    0.000
1256   0.4472   9.12E-06   0.00E+00    0.000
1257   0.4434   5.96E-06   0.00E+00    0.000
1258   0.4396   2.64E-05   0.00E+00    0.000
1259   0.4358   6.53E-06   0.00E+00    0.000
1260   0.432    2.53E-05   0.00E+00    0.000
1261   0.4308   2.52E-05   0.00E+00    0.000
1262   0.4296   7.76E-06   0.00E+00    0.000
1263   0.4284   3.72E-05   0.00E+00    0.000
1264   0.4272   3.59E-05   0.00E+00    0.000
1265   0.426    1.20E-05   0.00E+00    0.000
1266   0.4262   5.37E-06   0.00E+00    0.000
1267   0.4264   5.12E-05   0.00E+00    0.000
1268   0.4266   2.20E-05   0.00E+00    0.000
1269   0.4268   1.80E-05   0.00E+00    0.000
1270   0.427    1.28E-05   0.00E+00    0.000
1271   0.4298   9.11E-05   0.00E+00    0.000
1272   0.4326   5.42E-05   0.00E+00    0.000
1273   0.4354   4.11E-05   0.00E+00    0.000
1274   0.4382   9.89E-05   0.00E+00    0.000
1275   0.441    1.71E-05   0.00E+00    0.000
1276   0.4376   6.37E-05   0.00E+00    0.000
1277   0.4342   3.63E-04   0.00E+00    0.000
1278   0.4308   1.20E-05   0.00E+00    0.000
1279   0.4274   2.12E-04   0.00E+00    0.000
1280   0.424    2.57E-04   0.00E+00    0.000
1281   0.4244   2.76E-04   0.00E+00    0.000
1282   0.4248   3.19E-05   0.00E+00    0.000
1283   0.4252   5.71E-05   0.00E+00    0.000
1284   0.4256   2.86E-04   0.00E+00    0.000
1285   0.426    1.81E-04   0.00E+00    0.000
1286   0.427    1.20E-04   0.00E+00    0.000
1287   0.428    4.80E-04   0.00E+00    0.000
1288   0.429    5.76E-04   0.00E+00    0.000
1289   0.43     1.91E-03   0.00E+00    0.000
1290   0.431    4.63E-04   0.00E+00    0.000
1291   0.4302   2.11E-04   0.00E+00    0.000
1292   0.4294   2.55E-03   0.00E+00    0.000
1293   0.4286   1.01E-03   0.00E+00    0.000
1294   0.4278   1.39E-03   0.00E+00    0.000
1295   0.427    1.62E-03   0.00E+00    0.000
1296   0.427    3.03E-03   0.00E+00    0.000
1297   0.427    6.18E-03   0.00E+00    0.000
1298   0.427    2.24E-03   0.00E+00    0.000
1299   0.427    6.45E-04   0.00E+00    0.000
1300   0.427    1.21E-02   0.00E+00    0.000
1301   0.4252   8.44E-03   0.00E+00    0.000
1302   0.4234   2.22E-03   0.00E+00    0.000
1303   0.4216   1.65E-02   0.00E+00    0.000
1304   0.4198   3.67E-02   0.00E+00    0.000
1305   0.418    3.88E-03   0.00E+00    0.000
1306   0.4162   3.33E-03   0.00E+00    0.000
1307   0.4144   3.53E-02   0.00E+00    0.000
1308   0.4126   1.67E-02   0.00E+00    0.000
1309   0.4108   3.00E-03   0.00E+00    0.000
1310   0.409    4.03E-02   0.00E+00    0.000
1311   0.4084   1.95E-02   0.00E+00    0.000
1312   0.4078   1.59E-02   0.00E+00    0.000
1313   0.4072   2.26E-02   0.00E+00    0.000
1314   0.4066   5.93E-02   0.00E+00    0.000
1315   0.406    3.88E-02   0.00E+00    0.000
1316   0.4062   1.61E-02   0.00E+00    0.000
1317   0.4064   3.32E-02   0.00E+00    0.000
1318   0.4066   1.38E-02   0.00E+00    0.000
1319   0.4068   6.69E-02   0.00E+00    0.000
1320   0.407    9.65E-02   0.00E+00    0.000
1321   0.406    3.99E-02   0.00E+00    0.000
1322   0.405    3.05E-02   0.00E+00    0.000
1323   0.404    1.14E-01   0.00E+00    0.000
1324   0.403    7.62E-02   0.00E+00    0.000
1325   0.402    2.17E-02   0.00E+00    0.000
1326   0.4008   4.76E-02   0.00E+00    0.000
1327   0.3996   6.52E-02   0.00E+00    0.000
1328   0.3984   1.11E-01   0.00E+00    0.000
1329   0.3972   2.24E-01   0.00E+00    0.000
1330   0.396    1.06E-01   0.00E+00    0.000
1331   0.3952   3.08E-01   0.00E+00    0.000
1332   0.3944   4.19E-01   0.00E+00    0.000
1333   0.3936   1.51E-01   0.00E+00    0.000
1334   0.3928   2.83E-01   0.00E+00    0.000
1335   0.392    1.10E-01   0.00E+00    0.000
1336   0.3916   2.63E-01   0.00E+00    0.000
1337   0.3912   2.63E-01   0.00E+00    0.000
1338   0.3908   2.25E-01   0.00E+00    0.000
1339   0.3904   2.10E-01   0.00E+00    0.000
1340   0.39     2.96E-01   0.00E+00    0.000
1341   0.3894   2.72E-01   0.00E+00    0.000
1342   0.3888   2.05E-01   0.00E+00    0.000
1343   0.3882   3.95E-01   0.00E+00    0.000
1344   0.3876   1.02E+00   0.00E+00    0.000
1345   0.387    6.04E-01   0.00E+00    0.000
1346   0.3856   1.18E+00   0.00E+00    0.000
1347   0.3842   1.19E+00   0.00E+00    0.000
1348   0.3828   4.46E+00   0.00E+00    0.000
1349   0.3814   1.92E+00   0.00E+00    0.000
1350   0.38     3.27E+00   0.00E+00    0.000
1351   0.379    4.29E+00   0.00E+00    0.000
1352   0.378    6.75E+00   0.00E+00    0.000
1353   0.377    1.34E+01   0.00E+00    0.000
1354   0.376    1.28E+01   0.00E+00    0.000
1355   0.375    3.11E+01   0.00E+00    0.000
1356   0.3744   1.66E+01   0.00E+00    0.000
1357   0.3738   1.57E+01   0.00E+00    0.000
1358   0.3732   2.98E+01   0.00E+00    0.000
1359   0.3726   3.65E+01   0.00E+00    0.000
1360   0.372    2.31E+01   0.00E+00    0.000
